195.30303007999998,192.30303007999998,198.30303007999998,202.87878759999998,195.30303007999998,192.30303007999998,364.8787876000001,195.30303007999998,198.30303007999998,192.30303007999998,211.87878759999998,376.8787876000001,208.87878759999998,326.3030300800001,195.30303007999998,192.30303007999998,192.30303007999998,326.3030300800001,326.3030300800001,346.8787876000001,220.87878759999998
359.57575752,365.57575752,365.57575752,356.57575752,653.57575752,362.57575752,708.3030300800001,356.30303008000004,644.57575752,503.57575752,647.57575752,650.57575752,800.57575752,800.57575752,717.3030300800001,803.57575752,806.57575752,656.3030300800001,711.3030300800001,668.3030300800001,665.3030300800001
555.15151504,558.7272725600001,487.72727256,648.15151504,750.15151504,237.15151504,447.15151504,444.15151504,645.15151504,444.15151504,621.15151504,292.30303008,711.7272725600001,289.30303008,295.30303008000004,436.30303008000004,292.30303008,606.15151504,295.30303008000004,295.30303008000004,492.15151504
674.57575752,497.57575752,497.57575752,659.57575752,503.57575752,491.57575752,566.57575752,751.15151504,628.3030300800001,628.3030300800001,631.3030300800001,628.3030300800001,653.57575752,659.57575752,497.57575752,850.7272725600001,731.57575752,566.57575752,444.87878760000007,631.3030300800001,625.3030300800001
243.30303007999998,200.57575752,179.57575752,194.30303007999998,188.57575752,191.57575752,240.30303007999998,209.45454511999998,185.57575752,179.57575752,243.30303007999998,209.45454511999998,240.30303007999998,185.57575752,246.30303007999998,176.57575752,179.57575752,243.30303007999998,335.57575752,206.45454511999998,240.30303007999998
238.87878759999998,463.3030300800001,226.87878759999998,232.87878759999998,332.7575752000001,332.3030300800001,332.3030300800001,335.3030300800001,473.4545451200001,488.4545451200001,339.6060601600001,335.3030300800001,476.4545451200001,473.4545451200001,476.4545451200001,488.4545451200001,472.3030300800001,332.3030300800001,332.3030300800001,473.4545451200001,482.4545451200001
394.57575752,583.15151504,415.57575752,692.57575752,450.7272725600001,586.15151504,444.15151504000005,577.15151504,400.57575752,597.57575752,586.15151504,546.57575752,447.7272725600001,683.57575752,543.57575752,447.7272725600001,450.7272725600001,531.57575752,543.57575752,580.15151504,453.7272725600001
312.57575752,312.57575752,496.3030300800001,759.57575752,344.7272725600001,637.7272725600001,501.7272725600001,473.57575752,504.7272725600001,341.7272725600001,640.7272725600001,637.7272725600001,324.57575752,756.57575752,631.3030300800001,628.3030300800001,312.57575752,622.3030300800001,753.57575752,750.57575752,759.57575752
184.57575752,178.57575752,82.72727256,88.72727256,88.72727256,82.72727256,178.57575752,169.57575752,82.72727256,82.72727256,88.72727256,85.72727256,175.57575752,169.57575752,169.57575752,172.57575752,82.72727256,166.57575752,178.57575752,181.57575752,169.57575752
373.8787876000001,373.8787876000001,429.7272725600001,451.8787876000001,553.8787876000001,360.6060601600002,445.8787876000001,553.8787876000001,363.7272725600001,553.8787876000001,531.7272725600001,550.8787876000001,534.7272725600001,531.7272725600001,363.7272725600001,369.7272725600001,550.8787876000001,553.8787876000001,540.7272725600001,348.7272725600001,237.72727256
410.57575752,450.30303008000004,425.57575752,618.3030300800001,416.57575752,578.57575752,618.3030300800001,410.57575752,584.57575752,254.57575752,254.57575752,286.30303008,438.30303008000004,257.57575752,260.57575752,575.57575752,497.57575752,566.57575752,286.30303008,286.30303008,433.87878760000007
737.3030300800001,740.3030300800001,737.3030300800001,606.3030300800001,609.3030300800001,784.8787876000001,746.3030300800001,600.3030300800001,469.3030300800001,865.3030300800001,761.6060601600002,743.3030300800001,862.8787876000001,606.3030300800001,500.4545451200001,597.3030300800001,654.4545451200001,862.3030300800001,737.3030300800001,463.3030300800001,734.3030300800001
602.7575752000002,495.15151504,804.15151504,519.15151504,637.7272725600001,492.15151504,432.45454512000003,611.4545451200001,804.15151504,623.8787876000001,324.60606015999997,535.72727256,504.15151504,532.72727256,495.15151504,600.15151504,498.15151504,626.1818176800002,629.8787876000001,532.72727256,705.15151504
